X,Y,OBJECTID,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,SSL,GIS_ID,WEB_URL,MAR_ID,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,XCOORD,YCOORD,ZIPCODE,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,PK3,PK4,UN_CE,TOTAL_STUD,FACILITY_ID
-76.974486285436654,38.871804606510835,60,Boone Elementary School,2200 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6240, ,dcps_291,http://www.orrelementary.org/,294539,291,291,N,,,,,402214.23,133774.84,20020,-76.97448402,38.87179716,2018-2019,District of Columbia Public Schools,1,Orr Elementary School,291,PK3-5th,44,50,,408,DGS_0182.0
-77.038812875483842,38.923950543076174,61,H.D. Cooke Elementary School,2525 17TH STREET NW,Elementary School,ES,Active,202-939-5390, ,dcps_227,http://www.hdcookeschool.org/,235863,227,227,N,,,,,396634.55,139563.86,20009,-77.03881058,38.92394309,2018-2019,District of Columbia Public Schools,1,H.D. Cooke Elementary School,227,PK3-5th,25,54,,420,DGS_0430.0
-76.955607011798833,38.864357287427097,62,Beers Elementary School,3600 ALABAMA AVENUE SE,Elementary School,ES,Active,202-939-4800, ,dcps_206,http://profiles.dcps.dc.gov/Beers+Elementary+School,278406,206,206,N,448,1942,77500,400,403852.94,132948.76,20020,-76.95560475,38.86434984,2018-2019,District of Columbia Public Schools,1,Beers Elementary School,206,PK3-5th,42,54,,464,DGS_0535.0
-76.953161107409713,38.883901862318837,63,Sousa Middle School,3650 ELY PLACE SE,Middle School,MS,Active,202-729-3260, ,dcps_427,http://www.sousamiddleschool.org/,294584,427,427,N,,,,,404064.1,135118.46,20019,-76.95315884,38.88389441,2018-2019,District of Columbia Public Schools,1,Sousa Middle School,427,6th-8th,,,,255,DGS_0536.0
-77.075201372286216,38.952904202818651,64,Deal Middle School,3815 FORT DRIVE NW,Middle School,MS,Active,202-939-2010, ,dcps_405,http://alicedeal.org/,277548,405,405,N,900,1931,180000,850,393481.78,142779.94,20016,-77.07519907,38.95289674,2018-2019,District of Columbia Public Schools,1,Deal Middle School,405,6th-8th,,,,1477,DGS_0529.0
-76.933703173061531,38.897009267543268,65,Aiton Elementary School,533 48TH PLACE NE,Elementary School,ES,Active,202-671-6060, ,dcps_202,http://profiles.dcps.dc.gov/Aiton+Elementary+School,294490,202,202,N,479,1960,57100,400,405751.28,136574.53,20019,-76.93370092,38.89700181,2018-2019,District of Columbia Public Schools,1,Aiton Elementary School,202,PK3-5th,25,43,,251,DGS_0669.0
-76.919929260512902,38.896001430483658,66,Drew Elementary School,5600 EADS STREET NE,Elementary School,ES,Active,202-671-6040, ,dcps_231,http://www.drewelementary.org/,277686,231,231,N,,,,,406946.23,136463.61,20019,-76.91992701,38.89599397,2018-2019,District of Columbia Public Schools,1,Drew Elementary School,231,PK3-5th,18,32,,253,DGS_0687.0
-76.977084126932994,38.924711621751001,67,Langdon Elementary School,1900 EVARTS STREET NE,Elementary School,ES,Active,202-576-6048, ,dcps_262,http://profiles.dcps.dc.gov/Langdon+Elementary+School,294532,262,262,N,528,1930,101400,450,401987.32,139647.88,20018,-76.97708185,38.92470416,2018-2019,District of Columbia Public Schools,1,Langdon Elementary School,262,PK3-5th,35,38,,323,DGS_0786.0
-76.983623432933996,38.866050141934245,68,Ketcham Elementary School,1919 15TH STREET SE,Elementary School,ES,Active,202-698-1122, ,dcps_257,http://profiles.dcps.dc.gov/Ketcham+Elementary+School,286537,257,257,N,461,1909,88300,325,401421.44,133135.87,20020,-76.98362116,38.86604269,2018-2019,District of Columbia Public Schools,1,Ketcham Elementary School,257,PK3-5th,29,40,,309,DGS_0364.0
-77.068616196361319,38.915516487180454,69,Fillmore Arts Center (West),1819 35TH STREET NW,Specialized School,AC,Active,202-729-3796, ,dcps_923,http://www.fillmoreartscenter.org/,274432,0,0,N,,,,,394049.46,138629.13,20007,-77.0686139,38.91550903,2018-2019,District of Columbia Public Schools,1,Hardy Middle School,0,6th-8th,,,,374,N/A
-76.984997634562205,38.942020057392718,70,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,Elementary School,ES,Active,202-576-6095, ,dcps_346,http://profiles.dcps.dc.gov/Bunker+Hill+Elementary+School,286131,219,346,N,,,,,401300.77,141569.11,20017,-76.98499564,38.94201247,2018-2019,District of Columbia Public Schools,1,Bunker Hill Elementary School,219,PK3-5th,23,22,,195,DGS_0301.0
-77.019580535861934,38.967292012770478,71,New North Middle School,6315 5TH STREET NW,Middle School,MS,Not Open,,,dcps_974,http://nms.sdmf.schoolfusion.us/,294615,0,,,,,,,398303.3,144374.62,20011,-77.019578,38.967285,2018-2019,District of Columbia Public Schools,1,New North Middle School,0,6th-8th,,,,,N/A
-77.025750694217493,38.917552564423069,72,Shaw Middle School,2001 10TH STREET NW,Middle School,MS,Not Open,202-673-7329,,dcps_971,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,294533,0,,,,,,,397767,138853.23,20001,-77.02574879,38.91754511,2018-2019,District of Columbia Public Schools,1,Shaw Middle School,0, ,,,,,N/A
-76.926117753257586,38.883606284598748,73,C.W. Harris Elementary School,301 53RD STREET SE,Elementary School,ES,Active,202-645-3188, ,dcps_247,http://cwharriselementary.org/,289801,247,247,N,461,1964,56000,325,406410.5,135087.2,20019,-76.9261155,38.88359883,2018-2019,District of Columbia Public Schools,1,C.W. Harris Elementary School,247,PK3-5th,19,37,,285,DGS_0455.0
-77.035860600194624,38.929552227178853,74,Columbia Heights Education Campus 9–12 (CHEC),3101 16TH STREET NW,Education Campus,HS,Active,202-939-7700, ,dcps_976,http://www.checdc.org,234375,442,475,N,,,,,396890.8,140185.59,20010,-77.03585831,38.92954477,2018-2019,District of Columbia Public Schools,1,Columbia Heights Education Campus,442,6th-12th,,,4,1336,DGS_0472.0
-77.030543527210455,38.944702372596673,75,Dorothy I. Height Elementary School,1300 ALLISON STREET NW,Elementary School,ES,Active,202-723-4100,,dcps_977,http://www.dorothyheightes.org/,255251,349,,,,,,,397352.45,141867.84,20011,-77.030541,38.9447,2018-2019,District of Columbia Public Schools,1,Dorothy I. Height Elementary School,349,PK3-5th,52,86,,518,DGS_0775.0
-77.070081523525417,38.952940984915578,76,Murch Elementary School,4810 36TH STREET NW,Elementary School,ES,Active,202-282-0130,0803,dcps_287,http://www.murchschool.org,294602,287,287,N,,,,,393925.57,142783.67,20008,-77.070079,38.952934,2018-2019,District of Columbia Public Schools,1,Murch Elementary School,287,PK4-5th,,60,,572,DGS_0638.0
-77.06454015882737,38.908027092437983,77,Hyde-Addison Elementary School,3219 O STREET NW,Elementary School,ES,Active,202-282-0170,   0830,dcps_252,http://profiles.dcps.dc.gov/Hyde-Addison+Elementary+School,294558,252,,,,,,,394402.37,137797.48,20007,-77.064538,38.90802,2018-2019,District of Columbia Public Schools,1,Hyde-Addison Elementary School,252,PK3-5th,16,40,,329,DGS_0427.0
-77.04055575960686,38.934325825195735,78,Bancroft Elementary School,1755 NEWTON STREET NW,Elementary School,ES,Active,202-673-7280,,dcps_204,http://www.bancroftelementary.org,294528,204,,,,,,,396483.93,140715.67,20010,-77.040553,38.934318,2018-2019,District of Columbia Public Schools,1,Bancroft Elementary School,204,PK3-5th,44,58,,530,DGS_0343.0
-77.015583283119796,38.920437929045256,79,CHOICE Academy @ Wash Met,300 BRYANT STREET NW,Youth Engagement,YE,Active,202-939-4350,,dcps_924,http://profiles.dcps.dc.gov/CHOICE+Academy+%40+Wash+Met,294475,947,,,,,,,398648.8305,139173.33,20001,-77.01558101,38.92043047,2018-2019,District of Columbia Public Schools,1,CHOICE Academy @ Wash Met,947,Alternative,,,,5,DGS_0789.0
-76.932706640839385,38.906561603950848,80,Ron Brown College Preparatory High School,4800 MEADE STREET NE,High School,HS,Active,202-729-4343,,dcps_980,http://profiles.dcps.dc.gov/Ron+Brown+College+Preparatory+High+School,294601,436,,,,,,,405836.91,137635.93,20019,-76.932705,38.906563,2018-2019,District of Columbia Public Schools,1,Ron Brown College Preparatory High School,436,9th-11th,,,,105,DGS_0637.0
-76.958966132868724,38.895249287087445,81,River Terrace Education Campus,405 Anacostia Ave NE,Special Education,EC,Active,202-442-7111, 0005,dcps_978,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,313230,304,,,,,,,403559.87,136377.87,20019,-76.95896387,38.8952415,2018-2019,District of Columbia Public Schools,1,River Terrace Education Campus,304,SPED,,,82,131,DGS_0184.0
-76.976381185688027,38.883438357612249,82,Inspiring Youth Program,1901 D STREET SE,Youth Engagement,YE,Active,202-698-5978,,dcps_947,http://profiles.dcps.dc.gov/Inspiring+Youth+Program,295133,480, ,N,,,,,402049.46,135066.23,20003,-76.97637892,38.88343091,2018-2019,District of Columbia Public Schools,1,Inspiring Youth Program,480,Alternative,,,,,DCPS_N/A
-77.044379543159934,38.917316991232674,83,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,Middle School,MS,Active,202-673-7311, ,dcps_949,http://oysteradamsbilingual.org/,294534,201,292,N,,,,,396151.48,138827.7,20009,-77.04437725,38.91730954,2018-2019,"District of Columbia Public Schools
",1,Oyster-Adams Bilingual School,201,4th-8th,6,34,,674,DGS_0380.0
-76.992318603426938,38.932283841906248,84,Luke C. Moore High School,1001 MONROE STREET NE,Youth Engagement,YE,Active,202-281-3600, ,dcps_884,http://profiles.dcps.dc.gov/Luke+C.+Moore+High+School,294504,884,884,N,,,,,400666.21,140488.24,20017,-76.99231633,38.93227638,2018-2019,District of Columbia Public Schools,1,Luke C. Moore High School,884,9th-12th,,,,266,DGS_0205.0
-77.068039425172614,38.966635018807402,85,Lafayette Elementary School,5701 BROAD BRANCH ROAD NW,Elementary School,ES,Active,202-282-0116, ,dcps_261,http://www.lafayettehsa.org,294611,261,261,N,486,1931,113600,550,394103.71,144303.7,20015,-77.06803712,38.96662755,2018-2019,District of Columbia Public Schools,1,Lafayette Elementary School,261,PK4-5th,,100,,761,DGS_0690.0
-76.982906591141202,38.897383469565632,86,Miner Elementary School,601 15TH STREET NE,Elementary School,ES,Active,202-397-3960, ,dcps_280,http://www.minerelementary.org/,289548,280,280,N,,,,,401483,136614.12,20002,-76.98290432,38.89737602,2018-2019,District of Columbia Public Schools,1,Miner Elementary School,280,PK3-5th,46,47,,384,DGS_0696.0
-76.997181019993164,38.837745313083282,87,Hart Middle School,601 MISSISSIPPI AVENUE SE,Middle School,MS,Active,202-671-6426, ,dcps_413,http://www.charleshartmiddle.org/,5534,413,413,Y,1110,1956,210700,550,400244.94,129993.71,20032,-76.99717875,38.83773787,2018-2019,District of Columbia Public Schools,1,Hart Middle School,413,6th-8th,,,,349,DGS_0698.0
-77.019240889967719,38.965864739445657,88,Whittier Education Campus,6201 5TH STREET NW,Elementary School,ES,Active,202-576-6156, ,dcps_338,http://www.whittierdc.org/,294614,338,338,Y,517,1926,66600,600,398332.71,144216.17,20011,-77.0192386,38.96585727,2018-2019,District of Columbia Public Schools,1,Whittier Education Campus,338,PK3-8th,28,26,,341,DGS_0706.0
-77.028614843689283,38.913908747257061,89,Garrison Elementary School,1200 S STREET NW,Elementary School,ES,Active,202-673-7263, ,dcps_239,http://www.garrisonelementary.org/,294509,239,239,N,474,1964,60200,325,397518.52,138448.81,20009,-77.02861256,38.91390129,2018-2019,District of Columbia Public Schools,1,Garrison Elementary School,239,PK3-5th,44,44,,253,DGS_0242.0
-76.922324391679197,38.896790613295082,90,Woodson High School,540 55TH STREET NE,High School,HS,Active,202-724-4632, ,dcps_426,http://www.hdwoodsonwarriors.org/,309633,464,425,N,1085,1967,156000,450,406737.85,136551.42,20016,-76.92232826,38.89678662,2018-2019,District of Columbia Public Schools,1,H.D. Woodson High School,464,9th-12th,,,8,634,DGS_0681.0
-77.077777504240302,38.950163604837769,91,Wilson High School,3950 CHESAPEAKE STREET NW,High School,HS,Active,202-282-0120,,dcps_463,http://www.wilsonhs.org/,294587,463,463,N,1485,1935,271300,1600,393258.18,142475.96,20016,-77.0777757,38.95015672,2018-2019,District of Columbia Public Schools,1,Woodrow Wilson High School,463,9th-12th,,,5,1750,DGS_0551.0
-77.079076100028843,38.92305210259368,92,Stoddert Elementary School,4001 CALVERT STREET NW,Elementary School,ES,Active,202-671-6030, ,dcps_321,http://www.stoddert.org,224730,321,321,N,213,1932,17400,325,393143.05,139466.38,20007,-77.0790738,38.92304465,2018-2019,District of Columbia Public Schools,1,Stoddert Elementary School,321,PK4-5th,,20,,435,DGS_0578.0
-77.018127581474346,38.879522850652521,93,Amidon-Bowen Elementary School,401 I STREET SW,Elementary School,ES,Active,202-724-4867, ,dcps_203,http://profiles.dcps.dc.gov/Amidon-Bowen+Elementary+School,294482,203,203,N,438,1960,70800,400,398427.29,134631.47,20024,-77.0181253,38.8795154,2018-2019,District of Columbia Public Schools,1,Amidon-Bowen Elementary School,203,PK3-5th,24,34,,350,DGS_0566.0
-76.970807042592767,38.85174082148756,94,Garfield Elementary School,2435 ALABAMA AVENUE SE,Elementary School,ES,Active,202-671-6140, ,dcps_238,http://www.myschooldc.org/schools/profile/37/,278160,238,238,N,446,1977,58908,400,402534.22,131547.71,20020,-76.97080478,38.85173338,2018-2019,District of Columbia Public Schools,1,Garfield Elementary School,238,PK3-5th,22,32,,301,DGS_0421.0
-77.013918147662721,38.904199542916203,95,Walker-Jones Education Campus,1125 NEW JERSEY AVENUE NW,Education Campus,EC,Active,202-939-5934, ,dcps_332,http://walkerjoneseducampus.org/,307735,332,332,N,,,,,398792.97,137370.7,20001,-77.01391569,38.90419198,2018-2019,District of Columbia Public Schools,1,Walker-Jones Education Campus,332,PK3-8th,39,40,,451,DGS_0195.0
-76.992043936742562,38.881091807425946,96,Tyler Elementary School,1001 G STREET SE,Elementary School,ES,Active,202-939-4810, ,dcps_330,http://www.tylerelementary.net,294505,330,330,N,452,1949,69600,400,400690.52,134805.51,20003,-76.99204166,38.88108436,2018-2019,District of Columbia Public Schools,1,Tyler Elementary School,330,PK3-5th,61,75,,514,DGS_0726.0
-77.048188758302004,38.898131572673726,97,School Without Walls High School,2130 G STREET NW,High School/Specialized,HS,Active,202-645-9690, ,dcps_466,http://www.swwhs.org/,242528,466,466,N,,1935,47200,,395820.01,136698.13,20037,-77.04818647,38.89812412,2018-2019,District of Columbia Public Schools,1,School Without Walls High School,466,9th-12th,,,,585,DGS_0388.0
-76.995356842178452,38.859769537679206,98,Excel Academy,2501 MARTIN LUTHER KING JR AVENUE SE,Education Campus,EC,Active,202-373-0097,,dcps_981,http://www.excelpcs.org,278172,318,,,,,,,400403.19,132438.56,20020,-76.995355,38.859762,2018-2019,District of Columbia Public Schools,1,Excel Academy PCS,318,PK3-8th,,,,,DGS_0782.0
-76.98850304529897,38.904125199531926,99,Wheatley Education Campus,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970, ,dcps_335,http://profiles.dcps.dc.gov/Wheatley+Education+Campus,294512,335,335,N,625,1960,103700,400,400997.43,137362.43,20002,-76.98850077,38.90411774,2018-2019,District of Columbia Public Schools,1,Wheatley Education Campus,335,PK3-8th,24,33,,321,DGS_0262.0
-76.991845161047394,38.925185439497739,100,Noyes Elementary School,2725 10TH STREET NE,Elementary School,ES,Active,202-281-2580, ,dcps_290,http://profiles.dcps.dc.gov/Noyes+Elementary+School,289594,290,290,N,,,,,400707.33,139700.26,20018,-76.99184288,38.92517798,2018-2019,District of Columbia Public Schools,1,Noyes Elementary School,290,PK3-5th,18,17,,197,DGS_0444.0
-77.02397925495066,38.923840212876463,101,Benjamin Banneker High School,800 EUCLID STREET NW,High School/Specialized,HS,Active,202-671-6320, ,dcps_402,http://www.benjaminbanneker.org/,294496,402,402,N,620,1939,180000,500,397920.84,139551.17,20001,-77.02397697,38.92383276,2018-2019,District of Columbia Public Schools,1,Benjamin Banneker High School,402,9th-12th,,,,482,DGS_0737.0
-76.924461434087036,38.900573222051513,102,Burrville Elementary School,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020, ,dcps_221,http://www.burrvillees.org/,289787,221,221,N,322,1980,95000,450,406552.65,136970.78,20019,-76.92445918,38.90056577,2018-2019,District of Columbia Public Schools,1,Burrville Elementary School,221,PK3-5th,36,56,,325,DGS_0740.0
-76.970669327034329,38.902606337900473,103,Browne Education Campus,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210, ,dcps_404,http://profiles.dcps.dc.gov/Browne+Education+Campus,294501,404,404,Y,835,1932,215400,750,402544.36,137194.17,20002,-76.97066706,38.90259888,2018-2019,District of Columbia Public Schools,1,Browne Education Campus,404,PK3-8th,30,35,,309,DGS_0422.0
-77.026434948215325,38.935818665271661,104,Raymond Education Campus,915 SPRING ROAD NW,Elementary School,ES,Active,202-576-6236, ,dcps_302,http://raymondeducationcampus.org/,226682,302,302,N,,,,,397708.28,140880.94,20010,-77.02643266,38.93581121,2018-2019,District of Columbia Public Schools,1,Raymond Education Campus,302,PK3-8th,43,58,,613,DGS_0788.0
-77.10052962848404,38.926809293512754,105,Key Elementary School,5001 DANA PLACE NW,Elementary School,ES,Active,202-729-3280, ,dcps_272,http://keyschooldc.org/dcps/,294605,272,272,N,,1929,,,391283.15,139885.29,20016,-77.10052732,38.92680184,2018-2019,District of Columbia Public Schools,1,Key Elementary School,272,PK4-5th,,41,,397,DGS_0653.0
-77.001462127160494,38.884808659486168,106,Brent Elementary School,301 NORTH CAROLINA AVENUE SE,Elementary School,ES,Active,202-698-3363, ,dcps_212,http://brentelementary.org/,294479,212,212,N,276,1968,47500,325,399873.34,135218.08,20003,-77.00145985,38.88480121,2018-2019,District of Columbia Public Schools,1,Brent Elementary School,212,PK3-5th,31,36,,404,DGS_0504.0
-77.065823438722035,38.932734530242492,107,Eaton Elementary School,3301 LOWELL STREET NW,Elementary School,ES,Active,202-282-0103, ,dcps_232,http://www.eatondc.org/,294562,232,232,N,418,1911,49100,400,394293.04,140540.3,20008,-77.06582114,38.93272707,2018-2019,District of Columbia Public Schools,1,Eaton Elementary School,232,PK4-5th,,36,,477,DGS_0507.0
-76.957180542542233,38.883310649723015,108,Kimball Elementary School,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260, 0831,dcps_259,http://profiles.dcps.dc.gov/Kimball+Elementary+School+%40+Davis,294565,259,259,N,474,,,400,403715.39,135052.66,20019,-76.957178,38.883303,2019-2020,District of Columbia Public Schools,1,Kimball Elementary School,259,PK3-5th,,,,313,DGS_0186.0
-76.999245742467963,38.876803557988019,109,Van Ness Elementary School,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,,dcps_972,http://vannesselementary.org/,294508,331,,,,,,,400065.6,134329.49,20003,-76.999244,38.87679645,2018-2019,District of Columbia Public Schools,1,Van Ness Elementary School,331,PK3-2nd,43,37,,171,DGS_0770.0
-77.027778697038485,38.943615978337341,110,MacFarland Middle School,4400 IOWA AVENUE NW,Middle School,MS,Active,202-671-6033,,dcps_973,http://profiles.dcps.dc.gov/MacFarland+Middle+School,294595,420,,,,,,,397592.04,141746.55,20011,-77.02777641,38.94360856,2018-2019,District of Columbia Public Schools,1,MacFarland Middle School,420,6th-7th,,,,69,DGS_0613.0
-76.991061779931343,38.938483130554957,111,Brookland Middle School,1150 MICHIGAN AVENUE NE,Middle School,MS,Active,202-576-6095, ,dcps_975,https://brooklandms.wordpress.com/,294507,347,975,N,,,,,400775.13,141176.41,20017,-76.991059,38.938476,2018-2019,District of Columbia Public Schools,1,Brookland Middle School,347,6th-8th,,,,254,DGS_0235.0
-76.929949902845863,38.905422778174191,112,Houston Elementary School,1100 50TH PLACE NE,Elementary School,ES,Active,202-671-6170, ,dcps_251,http://www.myschooldc.org/schools/profile/44/,156316,251,251,N,507,1962,59900,325,406076.15,137508.74,20019,-76.92994765,38.90541532,2018-2019,District of Columbia Public Schools,1,Houston Elementary School,251,PK3-5th,30,35,,299,DGS_0219.0
-77.017779366263127,38.948238410749582,113,Barnard Elementary School,430 DECATUR STREET NW,Elementary School,ES,Active,202-576-1100, ,dcps_205,http://www.myschooldc.org/schools/profile/7/,248305,205,205,N,387,2003,,,398458.99,142259.46,20011,-77.01777708,38.94823095,2018-2019,District of Columbia Public Schools,1,Barnard Elementary School,205,PK3-5th,61,85,,649,DGS_0605.0
-77.008486985282161,38.826973799126478,114,Patterson Elementary School,4399 SOUTH CAPITOL TERRACE SW,Elementary School,ES,Active,202-939-5280, ,dcps_294,http://www.myschooldc.org/schools/profile/82/,301073,294,294,N,,2004,78300,368,399263.25,128798.03,20032,-77.00848471,38.82696636,2018-2019,District of Columbia Public Schools,1,Patterson Elementary School,294,PK3-5th,34,44,,394,DGS_0608.0
-77.029202176099957,38.943040019772205,115,Roosevelt High School,4301 13TH STREET NW,High School,HS,Active,202-576-6130, ,dcps_459,http://profiles.dcps.dc.gov/Roosevelt+High+School,252605,459,459,N,1055,1932,331900,1100,397468.88,141682.3,20011,-77.029197,38.943029,2018-2019,District of Columbia Public Schools,1,Roosevelt High School,459,9th-12th,,,7,668,DGS_0610.0
-76.93847089700013,38.893561490091031,116,Smothers Elementary School,4400 BROOKS STREET NE,Elementary School,ES,Active,202-939-3600, ,dcps_322,http://www.myschooldc.org/schools/profile/104/,294596,322,322,N,332,1923,43000,325,405337.95,136191.51,20019,-76.93846864,38.89355404,2018-2019,District of Columbia Public Schools,1,Smothers Elementary School,322,PK3-5th,31,39,,253,DGS_0612.0
-77.087828501240253,38.934299762602343,117,Mann Elementary School,4430 NEWARK STREET NW,Elementary School,ES,Active,202-282-0126, ,dcps_273,http://www.horacemanndc.org/,294597,273,273,N,,,,,392385.28,140715.66,20016,-77.08782619,38.93429231,2018-2019,District of Columbia Public Schools,1,Mann Elementary School,273,PK4-5th,,40,,379,DGS_0616.0
-76.939936933893151,38.887247650630599,118,Plummer Elementary School,4601 TEXAS AVENUE SE,Elementary School,ES,Active,202-939-4360, ,dcps_299,http://profiles.dcps.dc.gov/Plummer+Elementary+School,19536,299,299,N,,,,,405211.23,135490.54,20019,-76.93993468,38.8872402,2018-2019,District of Columbia Public Schools,1,Plummer Elementary School,299,PK3-5th,26,38,,391,DGS_0202.0
-76.978458643504965,38.933510121728332,119,Burroughs Elementary School,1820 MONROE STREET NE,Elementary School,ES,Active,202-576-6150, ,dcps_220,http://www.jbecstem.com/,294530,220,220,Y,474,1980,63900,450,401867.9,140624.56,20018,-76.97845637,38.93350266,2018-2019,District of Columbia Public Schools,1,Burroughs Elementary School,220,PK3-5th,23,44,,290,DGS_0356.0
-77.022709461810408,38.915152744379341,120,Cleveland Elementary School,1825 8TH STREET NW,Elementary School,ES,Active,202-939-4380, ,dcps_224,http://clevelandesdc.org/,294531,224,224,N,,1911,54427,276,398030.71,138586.76,20001,-77.02270718,38.91514529,2018-2019,District of Columbia Public Schools,1,Cleveland Elementary School,224,PK3-5th,38,37,,321,DGS_0357.0
-76.978980189966322,38.892438946298235,121,Eliot-Hine Middle School,1830 CONSTITUTION AVENUE NE,Middle School,MS,Active,202-939-5380, ,dcps_407,http://www.eliothinemiddleschool.org/,286499,407,407,Y,850,1931,155100,450,401823.73,136065.31,20002,-76.97897792,38.89243149,2018-2019,District of Columbia Public Schools,1,Eliot-Hine Middle School,407,6th-8th,,,,200,DGS_0359.0
